Country_name,3_letter_code,population,area_sq_km,population_density,population_urban,gdp_per_capita_usd,GDP_2022,date,Total_confirmed_cases,Total_new_deceased,Total_new_vaccinations,New_persons_fully_vaccinated,Investment_in_vaccines,Total_tested,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-06-30,448,2,15673,48944,0,19135,1,2,1,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-01,512,0,14510,48089,0,18961,1,2,1,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-02,448,1,9822,30985,0,20129,1,2,1,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-03,562,1,6691,28017,0,17150,1,2,1,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-04,335,0,20962,38811,0,13733,1,2,1,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-05,397,0,17902,53787,0,16463,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-06,533,0,24771,48823,0,22292,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-07,533,0,23785,51597,0,20558,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-08,631,0,20063,51624,0,19848,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-09,581,0,13003,28240,0,20023,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-10,576,1,17394,18267,0,18603,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-11,572,0,23204,37866,0,15286,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-12,589,0,28603,45060,0,15775,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-13,737,1,30137,45048,0,20989,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-14,994,2,33241,38421,0,19504,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-15,1170,1,32696,36598,0,20952,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-16,1377,2,16186,24109,0,22292,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-17,1179,1,18798,17751,0,19210,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-18,1071,0,31150,24697,0,17005,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-19,1110,0,38289,25884,0,20211,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-20,1260,0,37260,26735,0,24462,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-21,1188,1,40477,22868,0,21846,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-22,1386,1,32709,26454,0,21509,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-23,1345,3,17718,17088,0,22454,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-24,1126,0,15773,14694,0,17094,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-25,1276,2,27263,21730,0,17517,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-26,1114,3,29187,27588,0,17496,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-27,1301,0,26708,28556,0,22792,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-28,1361,1,22242,30832,0,19948,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-29,1501,0,24078,25067,0,22408,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-30,1427,2,14656,13397,0,19688,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-07-31,1098,0,11500,9708,0,18374,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-01,1352,4,15455,16462,0,12584,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-02,884,0,18459,26567,0,14841,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-03,1217,1,23695,18887,0,19997,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-04,1492,1,14957,31475,0,20564,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-05,1781,2,13161,25704,0,22005,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-06,1828,3,6920,9048,0,22769,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-07,1837,2,8784,12134,0,18879,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-08,1411,3,6151,23641,0,16052,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-09,1509,1,10075,26732,0,18638,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-10,1819,3,7684,31915,0,24234,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-11,1733,2,7646,39165,0,21609,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-12,1978,2,11807,29126,0,22551,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-13,2074,3,18421,6131,0,23269,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-14,1758,3,17052,3786,0,20215,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-15,1441,4,10580,23541,0,15775,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-16,1496,2,13402,27396,0,18709,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-17,1704,2,15896,26430,0,23925,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-18,1818,1,11909,26262,0,22901,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-19,2098,0,15539,22939,0,21223,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-20,2125,5,12141,8232,0,22583,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-21,1688,5,8165,12415,0,18070,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-22,1590,1,11161,15681,0,14921,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-23,1571,4,10102,23312,0,18420,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-24,2051,4,9736,19852,0,23838,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-25,1866,5,8960,19815,0,23029,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-26,1875,3,10159,19649,0,21919,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-27,1997,8,10078,8085,0,20310,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-28,1706,4,8830,9223,0,17869,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-29,1292,6,5151,11226,0,14527,1,2,1,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-30,1382,7,4215,13045,0,18684,1,2,2,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-08-31,1789,3,5153,12728,0,24024,1,2,2,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-01,1751,6,5259,12611,0,21832,1,2,2,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-02,1407,10,4944,16245,0,21312,1,2,2,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-03,1703,6,4765,10721,0,21728,1,2,2,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-04,1180,9,5310,11905,0,18088,1,2,2,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-05,1136,8,2239,9763,0,17510,1,2,2,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-06,1465,6,3192,10186,0,20585,1,2,2,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-07,1537,8,2803,14991,0,26671,1,2,2,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-08,1271,4,3257,14952,0,26494,1,2,2,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-09,1619,4,3503,14064,0,26700,1,2,2,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-10,1466,6,2622,11402,0,26396,1,2,2,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-11,1346,5,2044,12884,0,20227,1,2,2,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-12,877,8,1671,7798,0,20192,1,2,2,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-13,1176,8,1630,10868,0,23063,1,2,2,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-14,1181,6,3422,12509,0,30302,1,2,2,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-15,1408,6,2032,10696,0,28845,1,2,2,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-16,1386,7,2659,14710,0,26908,1,2,2,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-17,1456,6,2337,11284,0,27371,1,2,2,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-18,1224,6,1879,8507,0,22731,1,2,2,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-19,1150,3,993,5665,0,19847,1,2,2,2
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-20,1420,2,1560,6765,0,22989,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-21,1429,6,1995,8253,0,29941,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-22,1354,8,1777,8818,0,27520,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-23,1163,6,1991,7470,0,26457,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-24,1335,8,2475,6658,0,25248,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-25,1459,10,1549,7100,0,19928,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-26,1044,3,1220,3873,0,15793,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-27,1497,2,1544,5232,0,18974,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-28,1447,7,1730,3708,0,24480,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-29,1267,8,1355,4055,0,22984,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-09-30,1057,11,1902,5229,0,21023,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-01,1586,9,1722,4137,0,20608,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-02,1051,8,1205,3030,0,17003,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-03,893,9,358,1242,0,13890,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-04,1124,3,1012,2898,0,17689,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-05,982,3,1005,2617,0,23775,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-06,1206,10,1256,2748,0,22774,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-07,2002,6,956,2791,0,23046,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-08,1940,8,743,2386,0,20208,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-09,1384,2,1510,3922,0,17939,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-10,1357,6,353,1152,0,14958,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-11,1456,10,582,1638,0,17927,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-12,2051,13,997,2085,0,25587,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-13,1626,2,656,1613,0,24904,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-14,1907,7,965,2084,0,23337,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-15,2180,12,1387,2656,0,23405,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-16,1380,8,1702,2894,0,20038,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-17,1576,7,681,1254,0,18105,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-18,2397,10,1348,1817,0,21358,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-19,2147,7,2250,2331,0,27417,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-20,2026,8,1735,1855,0,27339,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-21,2465,11,1507,1934,0,25234,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-22,2427,6,2019,1703,0,23034,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-23,1725,6,1956,2188,0,19115,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-24,1845,5,1231,856,0,17133,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-25,2180,5,1240,1240,0,16525,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-26,1624,11,1562,1430,0,22457,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-27,2598,11,2155,1699,0,25215,1,1,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-28,2541,11,2140,1367,0,24910,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-29,2966,7,2020,1454,0,25252,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-10-30,1963,12,1596,1320,0,22395,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-01,3723,18,285,292,0,20999,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-02,3174,11,1109,1105,0,30021,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-03,3024,12,2542,1888,0,28911,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-04,3903,9,1534,1288,0,27436,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-05,3685,12,1631,1102,0,27232,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-06,3428,5,1823,1362,0,25624,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-07,3161,6,696,774,0,22338,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-08,5331,6,518,535,0,25798,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-09,2968,3,1370,1068,0,30675,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-10,3677,8,1598,1363,0,31250,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-11,5478,8,1385,1119,0,30161,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-12,4642,12,1147,1162,0,29128,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-13,3805,5,1396,1383,0,26062,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-14,4565,10,1647,1808,0,25005,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-15,4400,6,1241,598,0,27467,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-16,3632,9,1316,1081,0,31973,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-17,4646,9,1497,1121,0,32415,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-18,3133,2,1642,2508,0,30759,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-19,5959,12,1160,1555,0,31104,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-20,4177,3,1556,2955,0,28683,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-21,5634,10,1787,2767,0,26990,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-22,3661,13,723,522,0,30274,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-23,3891,11,2160,1604,0,31622,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-24,4763,8,1608,3151,0,35284,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-25,4619,12,975,1187,0,32926,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-26,4791,5,1291,1120,0,34190,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-27,3735,14,1204,1570,0,28461,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-28,4603,16,1951,2259,0,29569,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-29,5458,6,533,994,0,30682,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-11-30,3790,13,1894,1653,0,34324,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-01,4159,12,1033,1390,0,36124,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-02,5408,6,1727,1411,0,33464,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-03,5622,14,1008,1192,0,34555,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-04,5156,8,1202,1701,0,30449,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-05,2911,9,1349,1778,0,30106,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-06,5565,8,930,1300,0,29981,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-07,4126,5,485,745,0,34507,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-08,4003,7,784,1525,0,27281,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-09,4097,6,785,1211,0,30630,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-10,4004,10,888,1615,0,34539,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-11,4662,11,641,845,0,32431,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-12,4688,10,686,1193,0,27449,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-13,3871,11,720,1070,0,27292,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-14,4230,7,629,1205,0,36400,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-15,4141,12,790,1260,0,35278,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-16,3595,8,1049,1550,0,34724,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-17,7333,10,1197,2461,0,33405,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-18,5124,4,1247,1183,0,32568,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-19,4788,4,545,888,0,27146,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-20,5269,6,507,617,0,35623,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-21,6307,13,1401,1820,0,38691,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-22,7411,3,1157,1597,0,40736,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-23,11182,12,923,1395,0,38642,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-24,13765,7,102,157,0,43159,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-25,10404,2,1,6,0,25588,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-26,6735,9,12,11,0,14076,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-27,9006,6,389,589,0,26405,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-28,16428,5,466,747,0,39105,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-29,20554,13,1057,1308,0,45684,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-30,20110,11,1048,1198,0,45877,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2021-12-31,23281,14,711,1680,0,44676,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-01,17071,7,64,99,0,33330,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-02,16986,4,270,629,0,36962,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-03,21302,7,3631,729,0,40042,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-04,17656,6,1187,783,0,40548,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-05,23817,10,2141,910,0,49212,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-06,21926,14,2455,1696,0,42441,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-07,26122,17,4855,786,0,48740,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-08,21384,12,9791,742,0,44082,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-09,23909,8,7115,666,0,43939,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-10,19290,12,6660,509,0,42971,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-11,20909,16,4784,1368,0,42330,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-12,18904,11,7559,922,0,42728,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-13,17065,12,7322,816,0,37993,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-14,14555,9,10721,835,0,36038,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-15,10753,11,8362,654,13800000,23332,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-16,6329,8,6966,1216,0,18276,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-17,5767,9,2561,560,0,21401,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-18,6843,8,4059,455,0,22950,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-19,5523,6,3486,622,0,20626,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-20,6597,7,3693,935,0,20839,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-21,6689,12,3252,978,0,20486,1,2,2,3
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-22,4731,10,4270,644,0,16071,1,0,0,0
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-23,3692,12,3092,677,0,13394,1,0,0,0
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-24,4006,13,646,464,0,15922,1,0,0,0
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-25,5605,8,692,1836,0,20490,1,0,0,0
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-26,5265,12,700,897,0,18222,1,0,0,0
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-27,5109,7,1274,1178,0,17911,1,0,0,0
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-28,5091,16,1029,3095,0,17562,1,0,0,0
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-29,4400,16,2328,3445,0,14569,1,0,0,0
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-30,3872,12,1639,7537,0,13454,1,0,0,0
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-01-31,4208,9,480,1392,0,16227,1,0,0,0
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-02-01,5940,9,749,3419,0,20026,1,0,0,0
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-02-02,6061,8,650,2997,0,20528,1,0,0,0
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-02-03,6697,16,906,2436,0,20554,1,0,0,0
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-02-04,6260,9,1172,6523,0,18609,1,0,0,0
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-02-05,4933,10,1777,5749,0,15201,1,0,0,0
Ireland,IRL,4904240,70280,70.9,3133123,78706,385993113440,2022-02-06,3975,7,1407,7555,0,13700,1,0,0,0
